lat,lon
37.4749812931684,126.981384193776
37.4755280988508,126.981275188365
37.4662872666604,126.94815644252
37.4744395745586,126.953254390186
37.4764721426091,126.952079961311
37.4770139973479,126.952720071703
37.4779373944062,126.952601346066
37.4788988744276,126.952633638607
37.4794586323098,126.952089586254
37.4821877723896,126.953630019765
37.483111862503,126.954833242716
37.4849391795696,126.955258857188
37.4910410074547,126.95677066386
37.476655808533,126.954694114576
37.4773155348283,126.958132862202
37.4781789935059,126.953377440912
37.4774420558962,126.95668669729
37.4788487371119,126.954360400952
37.4795946588603,126.950712442589
37.4803185783904,126.950184316356
37.4806435864637,126.951517874514
37.4850822544244,126.957190071396
37.4845613537221,126.959147546939
37.4865570381086,126.959006254254
37.4889525091184,126.957120132128
37.4878029044799,126.921769186937
37.4890756145583,126.91967555465
37.4852021301622,126.923954549756
37.4866000850009,126.922629655521
37.4828823518203,126.916041305143
37.4839225775033,126.922657856346
